sl,text,type,source,category,label
142,"Learning from limited labeled data remains a challenge in many domains. This paper introduces a semi-supervised contrastive learning framework that leverages unlabeled data through consistency and representation similarity constraints. Experiments across medical imaging, NLP, and industrial datasets show significant performance gains in low-label settings compared to standard semi-supervised methods.",Scientific Abstract,Generated by ChatGPT,AGT,1
143,"Ensuring trustworthy AI requires both calibrated predictions and robust OOD detection. This study integrates calibration-aware training with representation-based OOD scoring in a unified framework. Evaluations on vision and NLP benchmarks demonstrate improved reliability, reduced overconfidence, and better detection of anomalous inputs, supporting safe deployment in sensitive applications.",Scientific Abstract,Generated by ChatGPT,AGT,1
144,Large models incur significant computational and environmental costs. This paper presents a systematic framework for sustainable deep learning using structured pruning and mixed-precision quantization. Experiments show that substantial reductions in energy and memory usage are achievable while maintaining competitive accuracy across vision and NLP benchmarks. The method supports green AI initiatives.,Scientific Abstract,Generated by ChatGPT,AGT,1
145,"Rapid adaptation to new tasks is essential in dynamic environments. This paper introduces a meta-learning framework that incorporates task uncertainty into the adaptation process. By weighting gradient updates according to uncertainty, the approach improves performance on few-shot and low-resource tasks. Experiments on image and text datasets demonstrate improved sample efficiency and generalization compared to standard meta-learning methods.",Scientific Abstract,Generated by ChatGPT,AGT,1
146,Multi-agent reinforcement learning (MARL) often suffers from communication bottlenecks. This paper proposes a robust MARL framework that constrains communication bandwidth while maintaining coordination through latent shared representations. Experiments in cooperative and competitive environments demonstrate improved scalability and robustness under communication limitations.,Scientific Abstract,Generated by ChatGPT,AGT,1
147,Self-training approaches leverage unlabeled data but are prone to error amplification. This study introduces a confidence-weighted pseudo-labeling strategy that dynamically adjusts sample contributions based on prediction certainty. The method improves pseudo-label quality and stabilizes training. Evaluations on semi-supervised benchmarks demonstrate improved accuracy and robustness compared to conventional self-training approaches.,Scientific Abstract,Generated by ChatGPT,AGT,1
148,"Standard machine learning models optimize expected loss, ignoring risk-sensitive considerations. This paper proposes a quantile-based optimization framework that explicitly models tail risks in predictive distributions. By optimizing conditional value-at-risk objectives, the proposed method improves robustness to rare but critical events. Experimental evaluations on financial and safety-critical datasets demonstrate superior risk-aware performance compared to mean-optimized baselines. The approach supports decision-making under uncertainty.",Scientific Abstract,Generated by ChatGPT,AGT,1
149,"Autoencoders are widely used for representation learning but often produce redundant embeddings. This work introduces structured autoencoders that enforce sparsity and disentanglement through architectural constraints. The resulting representations are compact, interpretable, and transferable. Experiments across vision and tabular datasets demonstrate improved downstream task performance and reduced model complexity. The approach advances efficient representation learning.",Scientific Abstract,Generated by ChatGPT,AGT,1
150,Detecting adversarial inputs remains challenging for deep learning systems. This paper proposes a latent space consistency model that identifies adversarial samples by measuring deviations in representation coherence. The method requires no adversarial training and generalizes across attack types. Evaluations on adversarial benchmarks demonstrate improved detection accuracy and low false positive rates compared to existing defenses. The approach offers a lightweight and scalable adversarial detection mechanism.,Scientific Abstract,Generated by ChatGPT,AGT,1
151,Point predictions fail to convey uncertainty in many critical applications. This study introduces a predictive interval estimation framework for regression models that provides reliable uncertainty bounds alongside predictions. The proposed method integrates uncertainty-aware loss functions and calibration constraints into neural networks. Experimental results on real-world regression benchmarks demonstrate well-calibrated prediction intervals with high coverage probability. The approach enhances trust in machine learning-driven decision systems.,Scientific Abstract,Generated by ChatGPT,AGT,1
152,"Tabular data remains challenging for deep learning models due to complex feature interactions. This paper reformulates tabular learning as a graph learning problem, where features are treated as nodes with learned relational edges. A graph neural network is employed to capture high-order feature dependencies. Experiments on benchmark tabular datasets show improved predictive performance over tree-based and fully connected neural models. The findings suggest a promising direction for deep tabular learning.",Scientific Abstract,Generated by ChatGPT,AGT,1
153,Static loss functions often fail to adapt to evolving data distributions. This work proposes a self-adaptive loss function that dynamically adjusts its curvature based on training dynamics and data uncertainty. The loss function automatically emphasizes hard or informative samples during different training stages. Empirical results on non-stationary datasets demonstrate improved convergence stability and generalization compared to fixed-loss baselines. The approach supports adaptive learning in changing environments.,Scientific Abstract,Generated by ChatGPT,AGT,1
154,Model overparameterization leads to inefficiencies in deployment and interpretability. This paper presents a sparse neural network design strategy grounded in the information bottleneck principle. The method selectively prunes connections that contribute minimally to predictive information while preserving task-relevant features. Experiments across vision and tabular datasets demonstrate substantial reductions in model complexity with minimal accuracy loss. The approach provides a principled framework for efficient deep learning.,Scientific Abstract,Generated by ChatGPT,AGT,1
155,"Adversarial attacks expose vulnerabilities in deep learning systems by exploiting imperceptible input perturbations. This study introduces a feature space regularization technique that enforces local smoothness in latent representations. By constraining feature-level sensitivity, the model becomes inherently more robust to adversarial perturbations. Evaluations on adversarial benchmark datasets show improved robustness compared to input-level defenses, while maintaining clean-data performance. The proposed method offers a scalable alternative to adversarial training.",Scientific Abstract,Generated by ChatGPT,AGT,1
156,"Class imbalance significantly degrades the performance of machine learning models in real-world applications such as fraud detection and medical diagnosis. This paper proposes a robust representation learning framework that integrates distribution-aware feature alignment with adaptive resampling strategies. The model learns class-invariant latent representations while preserving minority class discriminability. Extensive experiments on highly imbalanced benchmark datasets demonstrate consistent improvements in F1-score, AUROC, and recall over state-of-the-art imbalance handling techniques. The results indicate improved robustness and generalization across imbalance ratios.",Scientific Abstract,Generated by ChatGPT,AGT,1
157,"Interpretability remains a key barrier to the adoption of machine learning in high-stakes domains. This work introduces a hierarchical feature attribution method that decomposes predictions across multiple semantic levels. Applied to tabular and textual datasets, the approach provides human-interpretable explanations aligned with domain knowledge. User studies confirm improved trust and understanding compared to existing explanation techniques.",Scientific Abstract,Generated by ChatGPT,AGT,1
158,The growing computational cost of deep learning poses sustainability challenges. This paper proposes a structured model compression technique that combines pruning and quantization under a unified optimization objective. Experimental results on embedded vision benchmarks demonstrate substantial reductions in energy consumption and inference latency while maintaining accuracy. The approach supports environmentally sustainable ML deployment.,Scientific Abstract,Generated by ChatGPT,AGT,1
159,"This study introduces a meta-learning framework designed to improve model adaptability in low-data scenarios. By learning task-agnostic representations across related tasks, the proposed approach enables rapid fine-tuning with minimal labeled data. Experiments on few-shot image and text classification tasks demonstrate superior performance compared to conventional transfer learning approaches. The results highlight the effectiveness of meta-learning for data-scarce applications.",Scientific Abstract,Generated by ChatGPT,AGT,1
160,"Balancing predictive accuracy and fairness is a central challenge in responsible machine learning. This paper formulates fairness-aware learning as a multi-objective optimization problem, jointly minimizing classification error and group-level disparity metrics. A Pareto-efficient training algorithm is proposed to explore trade-offs between competing objectives. Experiments on benchmark fairness datasets show that the method achieves improved fairness without substantial accuracy loss, offering practical guidance for deploying ethical ML systems.",Scientific Abstract,Generated by ChatGPT,AGT,1
161,"Label noise remains a critical challenge in supervised learning, particularly in large-scale datasets collected from weak supervision. This work proposes a confidence-calibrated loss function that dynamically reweights samples based on model prediction certainty. The method reduces the influence of noisy labels while preserving informative hard examples. Evaluations on synthetic and real-world noisy datasets demonstrate significant improvements in robustness and generalization compared to standard cross-entropy and noise-robust baselines.",Scientific Abstract,Generated by ChatGPT,AGT,1
162,"Normalization layers such as batch normalization have become standard components of deep architectures, yet they introduce additional computational overhead and training dependencies. This paper proposes a self-normalizing activation function that intrinsically maintains bounded variance during forward propagation. Theoretical analysis demonstrates that the proposed activation ensures stable signal propagation without explicit normalization layers. Extensive experiments on deep convolutional and transformer models confirm improved convergence speed and competitive accuracy compared to traditional activation–normalization combinations. The findings suggest a viable alternative to normalization-heavy architectures.",Scientific Abstract,Generated by ChatGPT,AGT,1
